Unnamed: 0,GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7
15,100259,0.338597,0.661403,0.0,0.0,0.661403,0.439053,0.560947,0.223842752,0.114754248,0.0,0.439053,0.0,0.0,0.0,0.0,0.0,0.0
16,100263,0.179654,0.81853,0.001816,0.573791167,0.244738833,0.913055,0.086945,0.0,0.075166874,0.104487126,0.0,0.019174155,0.019174155,0.05843552,0.05843552,0.75783565,0.0
17,100288,0.64558,0.308559,0.045861,0.0,0.308559,0.091757,0.908243,0.102572978,0.543007022,0.0,0.0,0.0,0.0,0.0,0.0458785,0.0458785,0.0
18,100295,0.742621,0.191321,0.066058,0.0,0.191321,0.382008,0.617992,0.0,0.647901177,0.094719823,0.0,0.095597502,0.222933757,0.031738371,0.031738371,0.0,0.0
19,100322,0.091987,0.908013,0.0,0.816805818,0.091207182,0.0,1.0,0.0,0.0,0.091987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,100335,0.165002,0.834998,0.0,0.235324981,0.599673019,0.313408,0.686592,0.0,0.1237515,0.0412505,0.024132416,0.0,0.0,0.216878336,0.072397248,0.0,0.0
21,100367,0.471429,0.512708,0.015863,0.028661915,0.484046085,0.43058,0.56942,0.026337795,0.445091205,0.0,0.0,0.030601751,0.0,0.030601751,0.123269026,0.246107472,0.0
22,100380,0.03,0.97,0.0,0.04365,0.92635,0.101,0.899,0.0,0.02721,0.00279,0.027343629,0.01614384,0.030168801,0.027343629,0.0,0.0,0.0
23,100382,0.256861,0.74281,0.000329,0.0,0.74281,0.23701,0.76299,0.03246723,0.22439377,0.0,0.04669097,0.03175934,0.03175934,0.12680035,0.0,0.0,0.0
24,100383,0.3053,0.681721,0.012979,0.036131213,0.645589787,0.330713,0.669287,0.18290981,0.122390191,0.0,0.300618117,0.0,0.0,0.0,0.030094883,0.0,0.0
25,100402,0.61,0.39,0.0,0.0,0.39,0.39,0.61,0.1464,0.4636,0.0,0.36582,0.0,0.0,0.0,0.0,0.0,0.02418
26,100428,0.715291,0.259587,0.025122,0.0,0.259587,0.079298,0.920702,0.562276665,0.153014335,0.0,0.003881716,0.0,0.03905482,0.0,0.036361384,0.0,0.0
27,100434,0.748,0.214,0.038,0.0,0.214,0.083,0.917,0.561,0.187,0.0,0.0,0.027666639,0.0,0.0,0.027666639,0.027666639,0.0
28,100444,0.791103,0.138192,0.070705,0.0,0.138192,0.088829,0.911171,0.162967218,0.534785628,0.093350154,0.000178,0.022140539,0.0,0.0,0.044369997,0.022140539,0.0
29,100445,0.186593,0.796066,0.017341,0.0,0.796066,0.262162,0.737838,0.0,0.186593,0.0,0.074903354,0.0,0.074903354,0.074903354,0.0,0.037451677,0.0
30,100458,0.820908,0.081499,0.097593,0.0,0.081499,0.921161,0.078839,0.355111666,0.465796334,0.0,0.0,0.026713669,0.081062168,0.0,0.244107665,0.569277498,0.0
31,100474,0.201416,0.745599,0.052985,0.551481555,0.194117445,0.046652,0.953348,0.000402,0.007840521,0.193173856,0.002379252,0.0,0.0,0.0,0.0,0.044272748,0.0
32,100479,0.841554,0.158446,0.0,0.0,0.158446,0.205023,0.794977,0.352775229,0.488778771,0.0,0.0,0.0410046,0.1230138,0.0410046,0.0,0.0,0.0
33,100506,0.339372,0.649109,0.011518,0.294705872,0.354403128,0.156862,0.843138,0.0,0.191636581,0.147735419,0.0,0.037227274,0.039390872,0.0,0.080243854,0.0,0.0
34,100513,0.275971,0.700977,0.023052,0.583913841,0.117063159,0.88195,0.11805,0.008330737,0.108518972,0.159121291,0.02557655,0.0,0.02557655,0.0,0.1040701,0.7267268,0.0
35,100520,0.04243,0.95757,0.0,0.579787568,0.377782432,0.887464,0.112536,0.005959803,0.004239563,0.032230634,0.0,0.0,0.0,0.042555674,0.021277837,0.823630489,0.0
36,100541,0.445052,0.533256,0.021693,0.089053752,0.444202248,0.229921,0.770079,0.0,0.38496998,0.06008202,0.0,0.0,0.0,0.0,0.201180875,0.028740125,0.0
37,100561,0.288297,0.701849,0.009854,0.112969615,0.588879385,0.927608,0.072392,0.11201607,0.17628093,0.0,0.0,0.022284855,0.022284855,0.0,0.248847543,0.634190748,0.0
38,100571,0.713051,0.15889,0.128059,0.0,0.15889,0.53302,0.46698,0.642762711,0.070288289,0.0,0.0,0.03144818,0.0,0.0,0.31341576,0.18815606,0.0
39,100601,0.666779,0.311222,0.022,0.0,0.311222,0.022514,0.977486,0.170307359,0.446719926,0.049751715,0.0,0.0,0.022514,0.0,0.0,0.0,0.0
40,100623,0.397461,0.569675,0.032864,0.311075021,0.258599979,0.0,1.0,0.0,0.052484328,0.344976672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,100672,0.931725,0.036703,0.031572,0.0,0.036703,0.201979,0.798021,0.708274052,0.223450948,0.0,0.0,0.1009895,0.1009895,0.0,0.0,0.0,0.0
42,100673,0.044846,0.955154,0.0,0.029609774,0.925544226,0.417823,0.582177,0.0,0.0336345,0.0112115,0.039275362,0.058913043,0.019637681,0.019637681,0.142895466,0.137463767,0.0
43,100724,0.862362,0.137638,0.0,0.0,0.137638,0.0,1.0,0.421923544,0.440438456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,100727,0.816171,0.156441,0.027388,0.0,0.156441,0.042799,0.957201,0.766569024,0.049601976,0.0,0.0,0.0213995,0.0213995,0.0,0.0,0.0,0.0
45,100730,0.537875,0.322783,0.139342,0.0,0.322783,0.238602,0.761398,0.076210971,0.461664029,0.0,0.0,0.04056234,0.0,0.0,0.19803966,0.0,0.0
46,100740,0.638848,0.354207,0.006945,0.237647748,0.116559252,0.339223,0.660777,0.021742553,0.021742553,0.595362894,0.0,0.0,0.048557398,0.072666316,0.193890369,0.0,0.024108918
47,100744,0.688286,0.238819,0.072894,0.0,0.238819,0.03682,0.96318,0.64226651,0.04601949,0.0,0.0,0.0,0.0,0.0,0.03682,0.0,0.0
48,100765,0.069821,0.928216,0.001962,0.0,0.928216,0.031074,0.968926,0.031908197,0.037912803,0.0,0.0,0.0,0.0,0.031074,0.0,0.0,0.0
49,100774,0.490703,0.418373,0.090924,0.0,0.418373,0.204039,0.795961,0.111881265,0.378821735,0.0,0.05100975,0.0,0.0,0.0,0.15302925,0.0,0.0
50,100801,0.034997,0.965003,0.0,0.0,0.965003,0.19804,0.80196,0.0069994,0.0279976,0.0,0.039608,0.0,0.039608,0.079216,0.0,0.039608,0.0
51,100813,0.017011,0.982989,0.0,0.0,0.982989,0.372563,0.627437,0.014522444,0.002488556,0.0,0.331208507,0.041354493,0.0,0.0,0.0,0.0,0.0
52,100821,0.05774,0.925928,0.016332,0.0,0.925928,0.236102,0.763898,0.023096,0.034644,0.0,0.0,0.0,0.026207322,0.209894678,0.0,0.0,0.0
53,100822,0.312826,0.687174,0.0,0.058344508,0.628829492,0.04813,0.95187,0.00062,0.19737037,0.114835609,0.04533846,0.0,0.00279154,0.0,0.0,0.0,0.0
54,100836,0.418589,0.55783,0.023581,0.55783,0.0,0.128841,0.871159,0.0,0.010038601,0.408550399,0.0,0.042946957,0.0,0.042946957,0.042946957,0.0,0.0
55,100852,0.727389,0.237785,0.034826,0.0,0.237785,0.137646,0.862354,0.628442274,0.098946726,0.0,0.0,0.0,0.0,0.045836118,0.091809882,0.0,0.0
56,100859,0.0,1.0,0.0,0.040909,0.959091,0.183552,0.816448,0.0,0.0,0.0,0.0,0.026247936,0.052495872,0.104808192,0.0,0.0,0.0
57,100861,0.518083,0.464151,0.017766,0.010418797,0.453732203,0.447333,0.552667,0.453304492,0.064778508,0.0,0.0,0.0,0.036815953,0.031805376,0.291743425,0.086967798,0.0
58,100867,0.806776,0.143003,0.05022,0.0,0.143003,0.124029,0.875971,0.693999203,0.112776797,0.0,0.0,0.023046325,0.0,0.037295396,0.037295396,0.026391759,0.0
59,100887,0.548984,0.430549,0.020467,0.0,0.430549,0.175481,0.824519,0.087678784,0.461305216,0.0,0.00526443,0.0,0.056680363,0.0,0.113536207,0.0,0.0
60,100894,0.28242,0.70733,0.01025,0.074433751,0.632896249,0.131548,0.868452,0.187448932,0.094971068,0.0,0.0,0.0,0.034701047,0.041768595,0.055078227,0.0,0.0
61,100938,0.384686,0.238401,0.376913,0.0,0.238401,0.228172,0.771828,0.022655313,0.221732626,0.140298062,0.0,0.0,0.0,0.072588587,0.110526745,0.04505644,0.0
62,100951,0.065374,0.934626,0.0,0.0,0.934626,0.15381,0.84619,0.02526071,0.04011329,0.0,0.061524,0.0,0.030762,0.030762,0.030762,0.0,0.0
63,100986,0.475139,0.513016,0.011844,0.513016,0.0,0.110765,0.889235,0.0,0.024620753,0.450518247,0.05446891,0.0,0.042132126,0.0,0.0,0.014163964,0.0
64,101007,0.077166,0.895607,0.027227,0.0,0.895607,0.347489,0.652511,0.039376112,0.037789888,0.0,0.0,0.04344238,0.04344238,0.21488268,0.045721908,0.0,0.0
65,101061,0.745385,0.254615,0.0,0.0,0.254615,0.317567,0.682433,0.018165032,0.674893941,0.052326027,0.0,0.0,0.1270268,0.1270268,0.0635134,0.0,0.0
66,101074,0.083596,0.905201,0.011203,0.0,0.905201,0.499747,0.500253,0.019577514,0.064018486,0.0,0.0,0.0,0.1499241,0.0999494,0.0499747,0.1998988,0.0
67,101092,0.870043,0.077985,0.051972,0.0,0.077985,0.075911,0.924089,0.291540099,0.578502901,0.0,0.0,0.025303641,0.0,0.025303641,0.0,0.025303641,0.0
68,101127,0.361844,0.623873,0.014283,0.594521647,0.029351353,0.181519,0.818481,0.0,0.0,0.361844,0.0,0.0,0.030313673,0.060445827,0.0,0.0,0.0907595
69,101133,0.201007,0.720613,0.07838,0.050591356,0.670021644,0.635126,0.364874,0.046218344,0.154788656,0.0,0.0,0.0,0.022841671,0.128801647,0.385771087,0.096442613,0.001268982
70,101135,0.523,0.477,0.0,0.477,0.0,0.027,0.973,0.002092,0.0,0.520908,0.001998,0.0,0.0,0.0,0.0,0.0,0.025002
71,101140,0.034641,0.965359,0.0,0.037597837,0.927761163,0.285573,0.714427,0.0,0.034641,0.0,0.081592204,0.040796102,0.040796102,0.0,0.081592204,0.040796102,0.0
72,101151,0.644645,0.222222,0.133133,0.0,0.222222,0.154,0.846,0.37776197,0.26688303,0.0,0.0,0.025718,0.0,0.051282,0.077,0.0,0.0
73,101164,0.737512,0.244453,0.018035,0.0,0.244453,0.096905,0.903095,0.216051928,0.509972585,0.011488224,0.0,0.0,0.096905,0.0,0.0,0.0,0.0
74,101166,0.369798,0.630202,0.0,0.0,0.630202,0.225387,0.774613,0.011009626,0.358788374,0.0,0.0,0.0,0.0,0.160926318,0.064460682,0.0,0.0
75,101181,0.037222,0.951572,0.011206,0.951572,0.0,0.031847,0.968153,0.0,0.0,0.037222,0.0,0.0,0.031847,0.0,0.0,0.0,0.0
76,101232,0.240397,0.743943,0.01566,0.743943,0.0,0.338171,0.661829,0.0,0.023318028,0.217078972,0.0,0.037536981,0.037536981,0.037536981,0.188023076,0.037536981,0.0
77,101239,0.225396,0.769924,0.00468,0.384962,0.384962,0.374494,0.625506,0.0,0.026474563,0.198921437,0.0,0.0374494,0.0,0.0374494,0.2995952,0.0,0.0
78,101244,0.090797,0.909203,0.0,0.079368876,0.829834124,0.591791,0.408209,0.0,0.055379451,0.035417549,0.0,0.0,0.169252226,0.197066403,0.056220145,0.169252226,0.0
79,101246,0.636023,0.250403,0.113575,0.0,0.250403,0.300035,0.699965,0.61186303,0.02415997,0.0,0.0,0.060137515,0.0,0.0,0.169232041,0.070665443,0.0
80,101247,0.781271,0.16784,0.050888,0.0,0.16784,0.026823,0.973177,0.766655763,0.014615237,0.0,0.0,0.0,0.026823,0.0,0.0,0.0,0.0
81,101251,0.722908,0.252678,0.024414,0.0,0.252678,0.282675,0.717325,0.572891578,0.150016422,0.0,0.0,0.0,0.105695857,0.034371019,0.072009478,0.070598647,0.0
82,101275,0.092841,0.893727,0.013433,0.0,0.893727,0.06098,0.93902,0.0,0.079080571,0.013760429,0.0,0.03049,0.0,0.0,0.03049,0.0,0.0
83,101283,0.576192,0.423808,0.0,0.0,0.423808,0.106892,0.893108,0.496226346,0.079965654,0.0,0.0,0.053446,0.0,0.0,0.053446,0.0,0.0
84,101286,0.55827,0.388391,0.053339,0.0,0.388391,0.345506,0.654494,0.099416163,0.458853837,0.0,0.0,0.0345506,0.0691012,0.1036518,0.1382024,0.0,0.0
85,101290,0.831181,0.168819,0.0,0.095551554,0.073267446,0.151699,0.848301,0.177687381,0.653493619,0.0,0.020155791,0.0,0.0,0.065771529,0.065771529,0.0,0.0
86,101291,0.87988,0.091484,0.028636,0.0,0.091484,0.078393,0.921607,0.425625232,0.454254768,0.0,0.0,0.0391965,0.0,0.0391965,0.0,0.0,0.0
87,101296,0.656344,0.257661,0.085995,0.0,0.257661,0.118468,0.881532,0.519305936,0.137038064,0.0,0.030873353,0.029755252,0.0,0.0,0.027485405,0.030353989,0.0
88,101298,0.093262,0.90032,0.006418,0.022101055,0.878218945,0.255822,0.744178,0.080102452,0.010795543,0.002364005,0.03197775,0.03197775,0.09593325,0.0639555,0.03197775,0.0,0.0
89,101306,0.376784,0.611058,0.012157,0.26415854,0.34689946,0.348793,0.651207,0.0,0.070593873,0.306190127,0.033135335,0.0,0.0,0.018834822,0.131843754,0.164979089,0.0
90,101307,0.047993,0.952007,0.0,0.033655351,0.918351649,0.282963,0.717037,0.016042092,0.031950908,0.0,0.0,0.0,0.0,0.282963,0.0,0.0,0.0
91,101315,0.121268,0.852081,0.026651,0.0,0.852081,0.435066,0.564934,0.015114722,0.106153278,0.0,0.0,0.072656022,0.036110478,0.036110478,0.181422522,0.1087665,0.0
92,101324,0.444025,0.555975,0.0,0.0,0.555975,0.133159,0.866841,0.0,0.423068352,0.020956648,0.0,0.0,0.044443814,0.041588485,0.047126834,0.0,0.0
93,101325,0.715051,0.234858,0.050091,0.0,0.234858,0.761164,0.238836,0.596902408,0.118148592,0.0,0.003044656,0.03425238,0.03425238,0.0,0.344807292,0.344807292,0.0
94,101355,0.31531,0.68469,0.0,0.623597165,0.061092835,0.088224,0.911776,0.0,0.0,0.31531,0.022056,0.0,0.0,0.0,0.022056,0.0,0.044112
95,101358,0.385622,0.614378,0.0,0.0,0.614378,0.209741,0.790259,0.302637302,0.082984698,0.0,0.068674657,0.0,0.09240727,0.048659073,0.0,0.0,0.0
96,101371,0.618786,0.312107,0.069107,0.0,0.312107,0.621479,0.378521,0.469006992,0.149779008,0.0,0.0,0.0,0.0,0.023616202,0.3107395,0.287123298,0.0
97,101374,0.257273,0.728601,0.014125,0.728601,0.0,0.25831,0.74169,0.008879778,0.0,0.248393222,0.00180817,0.03668002,0.0,0.0,0.03668002,0.18314179,0.0
98,101375,0.394491,0.586077,0.019431,0.146437199,0.439639801,0.080756,0.919244,0.0,0.303073234,0.091417766,0.0,0.0,0.0,0.080756,0.0,0.0,0.0
99,101427,0.260917,0.739083,0.0,0.058488072,0.680594928,0.2476,0.7524,0.21192044,0.04899656,0.0,0.2476,0.0,0.0,0.0,0.0,0.0,0.0
100,101469,0.399092,0.518102,0.082807,0.1036204,0.4144816,0.028727,0.971273,0.053079236,0.346012764,0.0,0.0,0.0,0.0,0.0,0.028727,0.0,0.0
101,101493,0.331373,0.646556,0.022071,0.0,0.646556,0.044779,0.955221,0.164970403,0.166402597,0.0,0.0,0.0,0.0,0.0,0.044779,0.0,0.0
102,101501,0.169743,0.830257,0.0,0.050206471,0.780050529,0.517755,0.482245,0.0,0.149153683,0.020589317,0.036957352,0.0,0.056484482,0.252833746,0.142198822,0.029280599,0.0
103,101502,0.727063,0.254337,0.0186,0.031792125,0.222544875,0.680545,0.319455,0.674116091,0.052946909,0.0,0.0,0.0,0.0272218,0.0,0.3538834,0.2994398,0.0
104,101518,0.758468,0.19524,0.046292,0.0,0.19524,0.431924,0.568076,0.672523716,0.085944284,0.0,0.0,0.0,0.0,0.0,0.203436204,0.228487796,0.0
105,101538,0.789034,0.183839,0.027127,0.0,0.183839,0.300987,0.699013,0.242396768,0.546637232,0.0,0.0,0.082169451,0.0,0.0,0.191427732,0.027389817,0.0
106,101548,0.750104,0.155924,0.093971,0.0,0.155924,0.062232,0.937768,0.703124236,0.046979764,0.0,0.0,0.0,0.031116,0.0,0.031116,0.0,0.0
107,101549,0.428193,0.550411,0.021396,0.0,0.550411,0.130077,0.869923,0.0,0.415156236,0.013036764,0.0,0.0,0.0,0.041829902,0.043176459,0.04507064,0.0
108,101563,0.253478,0.736091,0.010431,0.630829987,0.105261013,0.061365,0.938635,0.0,0.014696654,0.238781346,0.0,0.0,0.0,0.0,0.061365,0.0,0.0
109,101564,0.205444,0.785181,0.009375,0.037555207,0.747625793,0.0972,0.9028,0.188804269,0.016639731,0.0,0.03155841,0.034083083,0.0,0.03155841,0.0,0.0,0.0
110,101572,0.650563,0.328268,0.02117,0.039422689,0.288845311,0.044833,0.955167,0.0,0.504626106,0.145936894,0.044833,0.0,0.0,0.0,0.0,0.0,0.0
111,101589,0.30211,0.683198,0.014691,0.34547,0.337728,0.71637,0.28363,0.017192476,0.163768997,0.121148527,0.0,0.0,0.4226583,0.08381529,0.04226583,0.0,0.16763058
112,101591,0.335298,0.623813,0.040888,0.0,0.623813,0.861228,0.138772,0.265776977,0.069521023,0.0,0.0,0.0,0.0,0.019695423,0.525033009,0.316499568,0.0
113,101595,0.137009,0.844953,0.018038,0.768791471,0.076161529,0.030143,0.969857,0.0,0.0,0.137009,0.0,0.0,0.030143,0.0,0.0,0.0,0.0
114,101597,0.606589,0.374849,0.018562,0.0,0.374849,0.874031,0.125969,0.150970903,0.430824378,0.024793719,0.0,0.0,0.058560077,0.058560077,0.291052323,0.465858523,0.0
115,101599,0.746572,0.232688,0.02074,0.174516,0.058172,0.091448,0.908552,0.075164869,0.465704894,0.205702237,0.0,0.0,0.0,0.0,0.091448,0.0,0.0
116,101623,0.860377,0.064327,0.075296,0.0,0.064327,0.0,1.0,0.163247932,0.697129068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,101627,0.913527,0.058645,0.027828,0.0,0.058645,0.168768,0.831232,0.82845023,0.08507677,0.0,0.0,0.0,0.0,0.0,0.1012608,0.0675072,0.0
118,101651,0.590388,0.338379,0.071233,0.08459475,0.25378425,0.134093,0.865907,0.017627215,0.501674528,0.071086848,0.0,0.0,0.0268186,0.0,0.0536372,0.0536372,0.0
119,101654,0.570972,0.375011,0.054018,0.0,0.375011,0.511781,0.488219,0.132214276,0.438757724,0.0,0.0,0.0,0.159921327,0.031779041,0.133945882,0.18613475,0.0
120,101660,0.171583,0.828417,0.0,0.615546139,0.212870861,0.351858,0.648142,0.0,0.112457386,0.059125614,0.0250069,0.0,0.07537291,0.05036601,0.07537291,0.0,0.125738919
121,101666,0.132546,0.867454,0.0,0.073675471,0.793778529,0.548749,0.451251,0.009420177,0.113705646,0.009420177,0.0,0.0,0.1097498,0.203585879,0.2194996,0.015913721,0.0
122,101685,0.16016,0.834233,0.005608,0.601733931,0.232499069,0.0,1.0,0.0,0.0,0.16016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,101695,0.795754,0.184937,0.019309,0.0,0.184937,0.402348,0.597652,0.039406534,0.71362423,0.042722441,0.0,0.0,0.1508805,0.100587,0.100587,0.0502935,0.0
124,101701,0.254054,0.721244,0.024702,0.073703924,0.647540076,0.198611,0.801389,0.098430682,0.155623318,0.0,0.0,0.0,0.0397222,0.1191666,0.0397222,0.0,0.0
125,101718,0.043443,0.946096,0.010461,0.513346959,0.432749041,0.336943,0.663057,0.0,0.0,0.043443,0.0,0.0,0.08423575,0.1684715,0.08423575,0.0,0.0
126,101754,0.723273,0.276727,0.0,0.0,0.276727,0.09697,0.90303,0.656287794,0.066985206,0.0,0.0,0.048485,0.0,0.0,0.048485,0.0,0.0
127,101756,0.030228,0.969772,0.0,0.0,0.969772,0.689875,0.310125,0.003028725,0.027199275,0.0,0.446745113,0.0,0.208870004,0.0,0.034259882,0.0,0.0
128,101762,0.437887,0.562113,0.0,0.460684206,0.101428794,0.0,1.0,0.013508376,0.346911159,0.077467465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,101774,0.156509,0.836695,0.006796,0.018649095,0.818045905,0.161258,0.838742,0.017007833,0.125171359,0.014329808,0.0,0.0,0.0,0.092078318,0.069179682,0.0,0.0
130,101787,0.113089,0.886911,0.0,0.0,0.886911,0.138196,0.861804,0.0,0.113089,0.0,0.0,0.0,0.0,0.034549,0.103647,0.0,0.0
131,101788,0.338838,0.635555,0.025607,0.59615059,0.03940441,0.170286,0.829714,0.0,0.065853843,0.272984157,0.0340572,0.0,0.1021716,0.0340572,0.0,0.0,0.0
132,101798,0.456193,0.508489,0.035318,0.052137411,0.456351589,0.654931,0.345069,0.197361409,0.258831591,0.0,0.626768967,0.0,0.0,0.028162033,0.0,0.0,0.0
133,101804,0.11632,0.877218,0.006463,0.0,0.877218,0.316167,0.683833,0.060138603,0.056181397,0.0,0.039550595,0.0,0.039550595,0.192788835,0.044276975,0.0,0.0
134,101807,0.319786,0.680214,0.0,0.256052276,0.424161724,0.395673,0.604327,0.0,0.219141351,0.100644649,0.026483581,0.026483581,0.0,0.105539046,0.210683211,0.026483581,0.0
135,101816,0.78041,0.204944,0.014646,0.0,0.204944,0.0,1.0,0.119528376,0.660881624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,101848,0.171238,0.828762,0.0,0.732576711,0.096185289,0.079151,0.920849,0.0,0.0,0.171238,0.0,0.0,0.052793717,0.026357283,0.0,0.0,0.0
137,101854,0.678036,0.28231,0.039653,0.0,0.28231,0.291362,0.708638,0.600760915,0.077275085,0.0,0.0,0.0,0.0,0.2330896,0.0582724,0.0,0.0
138,101858,0.948216,0.051784,0.0,0.0,0.051784,0.042664,0.957336,0.0,0.474108,0.474108,0.0,0.021332,0.0,0.021332,0.0,0.0,0.0
139,101875,0.723381,0.275033,0.001587,0.157043843,0.117989157,0.293933,0.706067,0.027662089,0.695718911,0.0,0.0,0.0,0.1175732,0.0587866,0.1175732,0.0,0.0
140,101893,0.133808,0.860998,0.005194,0.860998,0.0,0.203355,0.796645,0.0,0.0,0.133808,0.0,0.040671,0.0,0.040671,0.0,0.0,0.122013
141,101941,0.203394,0.796606,0.0,0.0,0.796606,0.210068,0.789932,0.043944494,0.159449506,0.0,0.0,0.035088078,0.069993397,0.068987171,0.035999353,0.0,0.0
142,101943,0.855317,0.116171,0.028511,0.0,0.116171,0.111157,0.888843,0.782722825,0.072594175,0.0,0.0,0.0,0.037015281,0.0,0.074141719,0.0,0.0
143,101955,0.18089,0.809767,0.009344,0.0,0.809767,0.226667,0.773333,0.01407686,0.16681314,0.0,0.084320124,0.0,0.028106708,0.0,0.112426832,0.001813336,0.0
144,101971,0.603217,0.396141,0.000642,0.0,0.396141,0.089258,0.910742,0.559573044,0.043643956,0.0,0.0,0.044629,0.0,0.0,0.044629,0.0,0.0
145,101980,0.107162,0.820145,0.072692,0.734758884,0.085386116,0.631488,0.368512,0.0,0.0,0.107162,0.0,0.06630624,0.0,0.033468864,0.265856448,0.06630624,0.199550208
146,101991,0.04394,0.945656,0.010404,0.012818367,0.932837633,0.107869,0.892131,0.033064147,0.010875853,0.0,0.0,0.0,0.0431476,0.0647214,0.0,0.0,0.0
147,101995,0.496224,0.503776,0.0,0.46957364,0.03420236,0.019007,0.980993,0.0,0.0,0.496224,0.0,0.0,0.019007,0.0,0.0,0.0,0.0
148,101997,0.112727,0.887273,0.0,0.779943134,0.107329866,0.097567,0.902433,0.0,0.0,0.112727,0.0,0.0,0.0,0.032489811,0.065077189,0.0,0.0
149,102000,0.822,0.111,0.067,0.0,0.111,0.5,0.5,0.799806,0.022194,0.0,0.0,0.0475,0.0,0.0,0.405,0.0475,0.0
150,102015,0.679525,0.257918,0.062557,0.209844664,0.048073336,0.20286,0.79714,0.00782473,0.298769475,0.372930795,0.0,0.0375291,0.05517792,0.02758896,0.08256402,0.0,0.0
151,102021,0.126799,0.864985,0.008216,0.864985,0.0,0.094703,0.905297,0.0,0.0,0.126799,0.0,0.0,0.0,0.031536099,0.063166901,0.0,0.0
152,102027,0.416039,0.578523,0.005438,0.069954423,0.508568577,0.046211,0.953789,0.0,0.085857136,0.330181864,0.0,0.0,0.0,0.0,0.0,0.0,0.046211
153,102040,0.025016,0.925783,0.049201,0.0,0.925783,0.460708,0.539292,0.025016,0.0,0.0,0.0,0.0,0.0,0.0,0.383769764,0.076938236,0.0
154,102046,0.104629,0.877188,0.018183,0.017520953,0.859667047,0.692684,0.307316,0.040948338,0.063680662,0.0,0.655971748,0.0,0.0,0.036712252,0.0,0.0,0.0
